target_id,seed,N,method,fidelity,infidelity
1,3,250,RL_adaptive_drift,0.23007019855179545,0.7699298014482046
1,3,500,RL_adaptive_drift,0.25213255687495373,0.7478674431250463
1,4,10,RL_adaptive_drift,0.2417407521662527,0.7582592478337473
1,4,25,RL_adaptive_drift,0.23922289208337735,0.7607771079166227
1,4,50,RL_adaptive_drift,0.24491497918022295,0.755085020819777
1,4,100,RL_adaptive_drift,0.23698237548766662,0.7630176245123333
1,4,250,RL_adaptive_drift,0.27764482185048,0.72235517814952
1,4,500,RL_adaptive_drift,0.24243284315980254,0.7575671568401975
2,0,10,RL_adaptive_drift,0.15580185962179147,0.8441981403782085
2,0,25,RL_adaptive_drift,0.15524448376074634,0.8447555162392537
2,0,50,RL_adaptive_drift,0.14532977162833008,0.85467022837167
2,0,100,RL_adaptive_drift,0.14918869079084904,0.8508113092091509
2,0,250,RL_adaptive_drift,0.16305948248878455,0.8369405175112155
2,0,500,RL_adaptive_drift,0.1662031473067086,0.8337968526932914
2,1,10,RL_adaptive_drift,0.1531022476147472,0.8468977523852528
2,1,25,RL_adaptive_drift,0.1549200008167781,0.8450799991832219
2,1,50,RL_adaptive_drift,0.1462602942946091,0.8537397057053909
2,1,100,RL_adaptive_drift,0.16651331145629464,0.8334866885437053
2,1,250,RL_adaptive_drift,0.14667224338593585,0.8533277566140641
2,1,500,RL_adaptive_drift,0.1756286584343093,0.8243713415656907
2,2,10,RL_adaptive_drift,0.15427914545243698,0.845720854547563
2,2,25,RL_adaptive_drift,0.15516865980270347,0.8448313401972966
2,2,50,RL_adaptive_drift,0.15250615687238833,0.8474938431276117
2,2,100,RL_adaptive_drift,0.1403731814765474,0.8596268185234526
2,2,250,RL_adaptive_drift,0.15882698451701194,0.8411730154829881
2,2,500,RL_adaptive_drift,0.1586754666662987,0.8413245333337013
2,3,10,RL_adaptive_drift,0.15513306109172822,0.8448669389082718
2,3,25,RL_adaptive_drift,0.15235401692575865,0.8476459830742413
2,3,50,RL_adaptive_drift,0.15339272508248125,0.8466072749175187
2,3,100,RL_adaptive_drift,0.16634577070387194,0.8336542292961281
2,3,250,RL_adaptive_drift,0.1437545394940978,0.8562454605059022
2,3,500,RL_adaptive_drift,0.16606017092939243,0.8339398290706076
2,4,10,RL_adaptive_drift,0.15232918533288134,0.8476708146671187
2,4,25,RL_adaptive_drift,0.15647791313685633,0.8435220868631437
2,4,50,RL_adaptive_drift,0.15523121220327923,0.8447687877967207
2,4,100,RL_adaptive_drift,0.1662296641404613,0.8337703358595387
2,4,250,RL_adaptive_drift,0.16738557939909407,0.832614420600906
2,4,500,RL_adaptive_drift,0.17987770704576064,0.8201222929542393
3,0,10,RL_adaptive_drift,0.5654085379241172,0.43459146207588284
3,0,25,RL_adaptive_drift,0.5528603869755615,0.4471396130244385
3,0,50,RL_adaptive_drift,0.5582817869722834,0.44171821302771663
3,0,100,RL_adaptive_drift,0.5757604669030575,0.4242395330969425
3,0,250,RL_adaptive_drift,0.5705296343837347,0.4294703656162653
3,0,500,RL_adaptive_drift,0.6254437307077715,0.3745562692922285
3,1,10,RL_adaptive_drift,0.5575216349859778,0.44247836501402216
3,1,25,RL_adaptive_drift,0.5642814846047071,0.43571851539529294
3,1,50,RL_adaptive_drift,0.5635305823291917,0.43646941767080827
3,1,100,RL_adaptive_drift,0.5470907029886583,0.45290929701134175
3,1,250,RL_adaptive_drift,0.5671688848202476,0.43283111517975237
3,1,500,RL_adaptive_drift,0.5577579324769356,0.4422420675230644
3,2,10,RL_adaptive_drift,0.5555341325448109,0.4444658674551891
3,2,25,RL_adaptive_drift,0.5629196261821399,0.43708037381786013
3,2,50,RL_adaptive_drift,0.5698296662610278,0.4301703337389722
3,2,100,RL_adaptive_drift,0.571559545788248,0.42844045421175203
3,2,250,RL_adaptive_drift,0.5784141093110694,0.4215858906889306
3,2,500,RL_adaptive_drift,0.5529031206988343,0.4470968793011657
3,3,10,RL_adaptive_drift,0.5660474106178605,0.43395258938213954
3,3,25,RL_adaptive_drift,0.5610946802994667,0.43890531970053326
3,3,50,RL_adaptive_drift,0.5762779078575898,0.4237220921424102
3,3,100,RL_adaptive_drift,0.5804783520039136,0.4195216479960864
3,3,250,RL_adaptive_drift,0.5854806495755365,0.41451935042446353
3,3,500,RL_adaptive_drift,0.5256868487464519,0.4743131512535481
3,4,10,RL_adaptive_drift,0.559414355326875,0.440585644673125
3,4,25,RL_adaptive_drift,0.5613544676395915,0.4386455323604085
3,4,50,RL_adaptive_drift,0.5637986065459504,0.4362013934540496
3,4,100,RL_adaptive_drift,0.5681019040576648,0.4318980959423352
3,4,250,RL_adaptive_drift,0.580300441922728,0.419699558077272
3,4,500,RL_adaptive_drift,0.5709037749059009,0.42909622509409906
4,0,10,RL_adaptive_drift,0.6512099856076887,0.3487900143923113
4,0,25,RL_adaptive_drift,0.6371872561967072,0.36281274380329276
4,0,50,RL_adaptive_drift,0.6576257644805356,0.34237423551946444
4,0,100,RL_adaptive_drift,0.6398490104505512,0.3601509895494488
4,0,250,RL_adaptive_drift,0.6335286659763313,0.3664713340236687
4,0,500,RL_adaptive_drift,0.6536846666886036,0.3463153333113964
4,1,10,RL_adaptive_drift,0.6537353571109057,0.3462646428890943
4,1,25,RL_adaptive_drift,0.6536454574673812,0.34635454253261877
4,1,50,RL_adaptive_drift,0.6441057455460534,0.3558942544539466
4,1,100,RL_adaptive_drift,0.665638676117097,0.33436132388290296
4,1,250,RL_adaptive_drift,0.6374042178645235,0.3625957821354765
4,1,500,RL_adaptive_drift,0.6782010062195787,0.3217989937804213
4,2,10,RL_adaptive_drift,0.6477193446477447,0.3522806553522553
4,2,25,RL_adaptive_drift,0.6511466118726686,0.34885338812733135
4,2,50,RL_adaptive_drift,0.6541893351534557,0.3458106648465443
4,2,100,RL_adaptive_drift,0.6598587227710165,0.34014127722898346
4,2,250,RL_adaptive_drift,0.6941430415546535,0.30585695844534655
4,2,500,RL_adaptive_drift,0.6260136688723104,0.37398633112768964
4,3,10,RL_adaptive_drift,0.6477660539824208,0.3522339460175792
4,3,25,RL_adaptive_drift,0.6470155647021599,0.35298443529784007
4,3,50,RL_adaptive_drift,0.6526846268664208,0.3473153731335792
4,3,100,RL_adaptive_drift,0.659667825148882,0.340332174851118
4,3,250,RL_adaptive_drift,0.6557282611240651,0.3442717388759349
4,3,500,RL_adaptive_drift,0.6964597856540398,0.30354021434596024
4,4,10,RL_adaptive_drift,0.6555278373003735,0.34447216269962655
4,4,25,RL_adaptive_drift,0.6580154224600572,0.3419845775399428
4,4,50,RL_adaptive_drift,0.6629475977326188,0.3370524022673812
4,4,100,RL_adaptive_drift,0.653006435046962,0.346993564953038
4,4,250,RL_adaptive_drift,0.6695463681466344,0.3304536318533656
4,4,500,RL_adaptive_drift,0.6841369865576488,0.31586301344235124
5,0,10,RL_adaptive_drift,0.10492849978473145,0.8950715002152685
5,0,25,RL_adaptive_drift,0.10959546588917797,0.890404534110822
5,0,50,RL_adaptive_drift,0.10771699004651697,0.8922830099534831
5,0,100,RL_adaptive_drift,0.08431183062536142,0.9156881693746386
5,0,250,RL_adaptive_drift,0.12422498067172291,0.8757750193282771
5,0,500,RL_adaptive_drift,0.09098526809704759,0.9090147319029525
5,1,10,RL_adaptive_drift,0.10694350005553224,0.8930564999444678
5,1,25,RL_adaptive_drift,0.11232118419563356,0.8876788158043665
5,1,50,RL_adaptive_drift,0.10860834419322767,0.8913916558067724
5,1,100,RL_adaptive_drift,0.09804061274856771,0.9019593872514323
5,1,250,RL_adaptive_drift,0.10428585442445251,0.8957141455755475
5,1,500,RL_adaptive_drift,0.08199599468258717,0.9180040053174128
5,2,10,RL_adaptive_drift,0.10606679454490796,0.893933205455092
5,2,25,RL_adaptive_drift,0.10488058662280676,0.8951194133771933
5,2,50,RL_adaptive_drift,0.10969168277860063,0.8903083172213994
5,2,100,RL_adaptive_drift,0.10607809362704304,0.893921906372957
5,2,250,RL_adaptive_drift,0.10308318765845187,0.8969168123415481
5,2,500,RL_adaptive_drift,0.0941281785885729,0.9058718214114271
5,3,10,RL_adaptive_drift,0.1040596802504936,0.8959403197495064
5,3,25,RL_adaptive_drift,0.10889751970402807,0.8911024802959719
5,3,50,RL_adaptive_drift,0.10179268023511691,0.8982073197648831
5,3,100,RL_adaptive_drift,0.11006975887008229,0.8899302411299177
5,3,250,RL_adaptive_drift,0.14126001788285114,0.8587399821171489
5,3,500,RL_adaptive_drift,0.10991660456629386,0.8900833954337062
5,4,10,RL_adaptive_drift,0.1050829214165923,0.8949170785834077
5,4,25,RL_adaptive_drift,0.10240609807019471,0.8975939019298053
5,4,50,RL_adaptive_drift,0.10745366971092402,0.8925463302890759
5,4,100,RL_adaptive_drift,0.09910215560686046,0.9008978443931396
5,4,250,RL_adaptive_drift,0.11992360599557993,0.8800763940044201
5,4,500,RL_adaptive_drift,0.0843033771458862,0.9156966228541138
6,0,10,RL_adaptive_drift,0.18453386807214678,0.8154661319278532
6,0,25,RL_adaptive_drift,0.18984474693311015,0.8101552530668898
6,0,50,RL_adaptive_drift,0.19038696446088818,0.8096130355391118
6,0,100,RL_adaptive_drift,0.19528736568223626,0.8047126343177637
6,0,250,RL_adaptive_drift,0.16071213079619165,0.8392878692038084
6,0,500,RL_adaptive_drift,0.21499186444303248,0.7850081355569676
6,1,10,RL_adaptive_drift,0.18699015205551509,0.8130098479444849
6,1,25,RL_adaptive_drift,0.18378308529510293,0.8162169147048971
6,1,50,RL_adaptive_drift,0.19972617124221165,0.8002738287577884
6,1,100,RL_adaptive_drift,0.20571481965953264,0.7942851803404674
6,1,250,RL_adaptive_drift,0.2281902857172074,0.7718097142827927
6,1,500,RL_adaptive_drift,0.1966852023818395,0.8033147976181605
6,2,10,RL_adaptive_drift,0.18556232051296148,0.8144376794870385
6,2,25,RL_adaptive_drift,0.18115475988033758,0.8188452401196624
6,2,50,RL_adaptive_drift,0.17303613622686165,0.8269638637731384
6,2,100,RL_adaptive_drift,0.196341546146771,0.803658453853229
6,2,250,RL_adaptive_drift,0.1863450184869627,0.8136549815130373
6,2,500,RL_adaptive_drift,0.19387007116854513,0.8061299288314548
6,3,10,RL_adaptive_drift,0.18458778700292694,0.8154122129970731
6,3,25,RL_adaptive_drift,0.19093551646345155,0.8090644835365485
6,3,50,RL_adaptive_drift,0.20404010323039518,0.7959598967696049
6,3,100,RL_adaptive_drift,0.1660657335497338,0.8339342664502662
6,3,250,RL_adaptive_drift,0.20924936609080658,0.7907506339091934
6,3,500,RL_adaptive_drift,0.14073958804169082,0.8592604119583092
6,4,10,RL_adaptive_drift,0.18492372953286487,0.8150762704671352
6,4,25,RL_adaptive_drift,0.18717821608763854,0.8128217839123615
6,4,50,RL_adaptive_drift,0.1944269751537597,0.8055730248462403
6,4,100,RL_adaptive_drift,0.19758278607884264,0.8024172139211574
6,4,250,RL_adaptive_drift,0.18209032472032596,0.8179096752796741
6,4,500,RL_adaptive_drift,0.1866363106910781,0.8133636893089219
7,0,10,RL_adaptive_drift,0.6979954693730186,0.3020045306269814
7,0,25,RL_adaptive_drift,0.6955688411478971,0.3044311588521029
7,0,50,RL_adaptive_drift,0.6941050081563702,0.3058949918436298
7,0,100,RL_adaptive_drift,0.6873726696180754,0.3126273303819246
7,0,250,RL_adaptive_drift,0.7301256234504306,0.26987437654956936
7,0,500,RL_adaptive_drift,0.6917091426174754,0.3082908573825246
7,1,10,RL_adaptive_drift,0.6923052830223373,0.3076947169776627
7,1,25,RL_adaptive_drift,0.698152727538015,0.30184727246198495
7,1,50,RL_adaptive_drift,0.690042316678339,0.30995768332166096
7,1,100,RL_adaptive_drift,0.7003662011412992,0.2996337988587008
7,1,250,RL_adaptive_drift,0.6989360787559173,0.30106392124408266
7,1,500,RL_adaptive_drift,0.7033789067105939,0.2966210932894061
7,2,10,RL_adaptive_drift,0.6942278457997809,0.3057721542002191
7,2,25,RL_adaptive_drift,0.6942680024979231,0.3057319975020769
7,2,50,RL_adaptive_drift,0.7044024186865337,0.29559758131346625
7,2,100,RL_adaptive_drift,0.6716996355447616,0.32830036445523836
7,2,250,RL_adaptive_drift,0.6928216822576538,0.30717831774234616
7,2,500,RL_adaptive_drift,0.7036350669442144,0.2963649330557856
7,3,10,RL_adaptive_drift,0.6932144548804993,0.30678554511950074
7,3,25,RL_adaptive_drift,0.6886354442821516,0.3113645557178484
7,3,50,RL_adaptive_drift,0.6957123805000454,0.30428761949995464
7,3,100,RL_adaptive_drift,0.6923902432161532,0.30760975678384683
7,3,250,RL_adaptive_drift,0.688797776503567,0.311202223496433
7,3,500,RL_adaptive_drift,0.7231096499588116,0.27689035004118845
7,4,10,RL_adaptive_drift,0.6960895276403132,0.3039104723596868
7,4,25,RL_adaptive_drift,0.6946592745905251,0.3053407254094749
7,4,50,RL_adaptive_drift,0.6930127985347061,0.3069872014652939
7,4,100,RL_adaptive_drift,0.6877930715556368,0.31220692844436315
7,4,250,RL_adaptive_drift,0.7143339412029034,0.2856660587970966
7,4,500,RL_adaptive_drift,0.6634768943663095,0.3365231056336905
8,0,10,RL_adaptive_drift,0.15018074120296113,0.8498192587970389
8,0,25,RL_adaptive_drift,0.3418664565249738,0.6581335434750262
8,0,50,RL_adaptive_drift,0.3395498116056657,0.6604501883943343
8,0,100,RL_adaptive_drift,0.3504169613648935,0.6495830386351065
8,0,250,RL_adaptive_drift,0.31835422006431274,0.6816457799356872
8,0,500,RL_adaptive_drift,0.3109250519933079,0.6890749480066921
8,1,10,RL_adaptive_drift,0.3418328430639928,0.6581671569360072
8,1,25,RL_adaptive_drift,0.3392633161063786,0.6607366838936214
8,1,50,RL_adaptive_drift,0.15894580558288512,0.8410541944171148
8,1,100,RL_adaptive_drift,0.33730256415718435,0.6626974358428157
8,1,250,RL_adaptive_drift,0.32343629996436185,0.6765637000356381
8,1,500,RL_adaptive_drift,0.3028773396545611,0.6971226603454389
8,2,10,RL_adaptive_drift,0.14684630663518608,0.853153693364814
8,2,25,RL_adaptive_drift,0.3492626164970541,0.650737383502946
8,2,50,RL_adaptive_drift,0.1539528803870516,0.8460471196129484
8,2,100,RL_adaptive_drift,0.3667924278436197,0.6332075721563803
8,2,250,RL_adaptive_drift,0.3496102315666082,0.6503897684333918
8,2,500,RL_adaptive_drift,0.304990109382872,0.695009890617128
8,3,10,RL_adaptive_drift,0.14952955908471413,0.8504704409152859
8,3,25,RL_adaptive_drift,0.15389540709061877,0.8461045929093812
8,3,50,RL_adaptive_drift,0.1456589969462781,0.854341003053722
8,3,100,RL_adaptive_drift,0.3404349676283856,0.6595650323716145
8,3,250,RL_adaptive_drift,0.3206640507604663,0.6793359492395337
8,3,500,RL_adaptive_drift,0.33862781380878965,0.6613721861912103
8,4,10,RL_adaptive_drift,0.1466522045956758,0.8533477954043243
8,4,25,RL_adaptive_drift,0.34104590023038145,0.6589540997696186
8,4,50,RL_adaptive_drift,0.3422301226868005,0.6577698773131995
8,4,100,RL_adaptive_drift,0.3437270455024836,0.6562729544975163
8,4,250,RL_adaptive_drift,0.32771662479722746,0.6722833752027726
8,4,500,RL_adaptive_drift,0.1453249513525463,0.8546750486474537
9,0,10,RL_adaptive_drift,0.44499006432302174,0.5550099356769782
9,0,25,RL_adaptive_drift,0.4519404601685723,0.5480595398314276
9,0,50,RL_adaptive_drift,0.4493474399444283,0.5506525600555717
9,0,100,RL_adaptive_drift,0.44767152138862715,0.5523284786113729
9,0,250,RL_adaptive_drift,0.4530111994238762,0.5469888005761239
9,0,500,RL_adaptive_drift,0.41799005117058136,0.5820099488294186
9,1,10,RL_adaptive_drift,0.4493106241988346,0.5506893758011654
9,1,25,RL_adaptive_drift,0.4530893853391783,0.5469106146608217
9,1,50,RL_adaptive_drift,0.4488074744072433,0.5511925255927568
9,1,100,RL_adaptive_drift,0.4447206534267713,0.5552793465732286
9,1,250,RL_adaptive_drift,0.4261283953708404,0.5738716046291596
9,1,500,RL_adaptive_drift,0.4113227323230451,0.5886772676769549
9,2,10,RL_adaptive_drift,0.44781877854859675,0.5521812214514032
9,2,25,RL_adaptive_drift,0.45448065117800013,0.5455193488219998
9,2,50,RL_adaptive_drift,0.45231148621315903,0.547688513786841
9,2,100,RL_adaptive_drift,0.43599238717581795,0.564007612824182
9,2,250,RL_adaptive_drift,0.449549064706023,0.550450935293977
9,2,500,RL_adaptive_drift,0.4335731318066532,0.5664268681933469
9,3,10,RL_adaptive_drift,0.44666520072272187,0.5533347992772781
9,3,25,RL_adaptive_drift,0.10614401755843687,0.8938559824415632
9,3,50,RL_adaptive_drift,0.07851972971499632,0.9214802702850037
9,3,100,RL_adaptive_drift,0.44761465898216724,0.5523853410178328
9,3,250,RL_adaptive_drift,0.4457101957897024,0.5542898042102976
9,3,500,RL_adaptive_drift,0.4398655553857146,0.5601344446142854
9,4,10,RL_adaptive_drift,0.4435829774932694,0.5564170225067306
9,4,25,RL_adaptive_drift,0.45285261958244705,0.547147380417553
9,4,50,RL_adaptive_drift,0.4446759044018326,0.5553240955981674
9,4,100,RL_adaptive_drift,0.44999352572447854,0.5500064742755215
9,4,250,RL_adaptive_drift,0.4307039187333805,0.5692960812666195
9,4,500,RL_adaptive_drift,0.440263395647344,0.5597366043526559
10,0,10,RL_adaptive_drift,0.372835146967472,0.627164853032528
10,0,25,RL_adaptive_drift,0.36756093187398864,0.6324390681260114
10,0,50,RL_adaptive_drift,0.37410072368514435,0.6258992763148556
10,0,100,RL_adaptive_drift,0.3762958123610956,0.6237041876389045
10,0,250,RL_adaptive_drift,0.35777657614095687,0.6422234238590432
10,0,500,RL_adaptive_drift,0.36504726981340585,0.6349527301865941
10,1,10,RL_adaptive_drift,0.36554970420727906,0.6344502957927209
10,1,25,RL_adaptive_drift,0.37276364695703396,0.6272363530429661
10,1,50,RL_adaptive_drift,0.36956864630333897,0.630431353696661
10,1,100,RL_adaptive_drift,0.36953900334940976,0.6304609966505903
10,1,250,RL_adaptive_drift,0.374559238525932,0.625440761474068
10,1,500,RL_adaptive_drift,0.35714484697713694,0.642855153022863
10,2,10,RL_adaptive_drift,0.37046280659888414,0.6295371934011158
10,2,25,RL_adaptive_drift,0.36317922834736743,0.6368207716526326
10,2,50,RL_adaptive_drift,0.3759401572313111,0.624059842768689
10,2,100,RL_adaptive_drift,0.3674957440525648,0.6325042559474352
10,2,250,RL_adaptive_drift,0.37257277666924554,0.6274272233307545
10,2,500,RL_adaptive_drift,0.3653878597640167,0.6346121402359832
10,3,10,RL_adaptive_drift,0.3740681155147572,0.6259318844852428
10,3,25,RL_adaptive_drift,0.3743743397322212,0.6256256602677788
10,3,50,RL_adaptive_drift,0.36275141657817433,0.6372485834218257
10,3,100,RL_adaptive_drift,0.3690977686761259,0.6309022313238741
10,3,250,RL_adaptive_drift,0.3573180883314397,0.6426819116685603
10,3,500,RL_adaptive_drift,0.35019078348217747,0.6498092165178225
10,4,10,RL_adaptive_drift,0.369670951543086,0.630329048456914
10,4,25,RL_adaptive_drift,0.3760398542223104,0.6239601457776895
10,4,50,RL_adaptive_drift,0.37675622928195407,0.6232437707180459
10,4,100,RL_adaptive_drift,0.3755806455987966,0.6244193544012033
10,4,250,RL_adaptive_drift,0.3730958636124911,0.626904136387509
10,4,500,RL_adaptive_drift,0.4140099548469146,0.5859900451530854
11,0,10,RL_adaptive_drift,0.6618699291275483,0.3381300708724517
11,0,25,RL_adaptive_drift,0.6598214528340399,0.3401785471659601
11,0,50,RL_adaptive_drift,0.6674336515436444,0.3325663484563556
11,0,100,RL_adaptive_drift,0.6592890377298404,0.3407109622701596
11,0,250,RL_adaptive_drift,0.6800250685289583,0.3199749314710417
11,0,500,RL_adaptive_drift,0.6544256532874515,0.3455743467125485
11,1,10,RL_adaptive_drift,0.6637072496635149,0.3362927503364851
11,1,25,RL_adaptive_drift,0.6682466719921121,0.3317533280078879
11,1,50,RL_adaptive_drift,0.6734820068279374,0.32651799317206265
11,1,100,RL_adaptive_drift,0.657535199388385,0.342464800611615
11,1,250,RL_adaptive_drift,0.6682776187139012,0.33172238128609877
11,1,500,RL_adaptive_drift,0.6288588927942075,0.3711411072057925
11,2,10,RL_adaptive_drift,0.6628049606035757,0.33719503939642426
11,2,25,RL_adaptive_drift,0.6613766645809199,0.3386233354190801
11,2,50,RL_adaptive_drift,0.6677138109693599,0.3322861890306401
11,2,100,RL_adaptive_drift,0.6712345034454733,0.3287654965545267
11,2,250,RL_adaptive_drift,0.638119963387125,0.36188003661287504
11,2,500,RL_adaptive_drift,0.6695822008565392,0.3304177991434608
11,3,10,RL_adaptive_drift,0.6598258716182339,0.3401741283817661
11,3,25,RL_adaptive_drift,0.663212942749919,0.33678705725008096
11,3,50,RL_adaptive_drift,0.6664789748683655,0.3335210251316345
11,3,100,RL_adaptive_drift,0.6598698381548218,0.3401301618451782
11,3,250,RL_adaptive_drift,0.6622926687810825,0.3377073312189175
11,3,500,RL_adaptive_drift,0.6517633081640555,0.3482366918359445
11,4,10,RL_adaptive_drift,0.6656376709450199,0.3343623290549801
11,4,25,RL_adaptive_drift,0.6650613172925128,0.33493868270748717
11,4,50,RL_adaptive_drift,0.6558049915110474,0.34419500848895257
11,4,100,RL_adaptive_drift,0.6619386180610306,0.3380613819389694
11,4,250,RL_adaptive_drift,0.6795286092234679,0.3204713907765321
11,4,500,RL_adaptive_drift,0.642571047822773,0.35742895217722703
12,0,10,RL_adaptive_drift,0.23959257316975305,0.760407426830247
12,0,25,RL_adaptive_drift,0.24015434794065713,0.7598456520593428
12,0,50,RL_adaptive_drift,0.2367843973478207,0.7632156026521792
12,0,100,RL_adaptive_drift,0.22862023681558807,0.7713797631844119
12,0,250,RL_adaptive_drift,0.2724714201634242,0.7275285798365758
12,0,500,RL_adaptive_drift,0.2576742298866739,0.7423257701133261
12,1,10,RL_adaptive_drift,0.242606741095123,0.757393258904877
12,1,25,RL_adaptive_drift,0.24175206820181802,0.758247931798182
12,1,50,RL_adaptive_drift,0.23943633073131268,0.7605636692686873
12,1,100,RL_adaptive_drift,0.2521475154961858,0.7478524845038141
12,1,250,RL_adaptive_drift,0.18235771383260352,0.8176422861673964
12,1,500,RL_adaptive_drift,0.22642382833266242,0.7735761716673376
12,2,10,RL_adaptive_drift,0.2369552184315287,0.7630447815684713
12,2,25,RL_adaptive_drift,0.24553408676488223,0.7544659132351178
12,2,50,RL_adaptive_drift,0.25240742288632695,0.7475925771136731
12,2,100,RL_adaptive_drift,0.23541047069008345,0.7645895293099165
12,2,250,RL_adaptive_drift,0.2253469480547519,0.7746530519452481
12,2,500,RL_adaptive_drift,0.2266933688270442,0.7733066311729558
12,3,10,RL_adaptive_drift,0.2357247633149167,0.7642752366850833
12,3,25,RL_adaptive_drift,0.23409031076073233,0.7659096892392676
12,3,50,RL_adaptive_drift,0.22965416793730595,0.770345832062694
12,3,100,RL_adaptive_drift,0.25073823494705644,0.7492617650529436
12,3,250,RL_adaptive_drift,0.21834107143000497,0.7816589285699951
12,3,500,RL_adaptive_drift,0.2580401862994795,0.7419598137005206
12,4,10,RL_adaptive_drift,0.2413387393093218,0.7586612606906782
12,4,25,RL_adaptive_drift,0.23779567885439973,0.7622043211456002
12,4,50,RL_adaptive_drift,0.24726198177246378,0.7527380182275363
12,4,100,RL_adaptive_drift,0.2482000519831383,0.7517999480168617
12,4,250,RL_adaptive_drift,0.21338171444782159,0.7866182855521784
12,4,500,RL_adaptive_drift,0.26432540953067496,0.735674590469325
13,0,10,RL_adaptive_drift,0.1472390634629584,0.8527609365370417
13,0,25,RL_adaptive_drift,0.23567944452441114,0.7643205554755889
13,0,50,RL_adaptive_drift,0.24871040599930705,0.751289594000693
13,0,100,RL_adaptive_drift,0.23899137378631405,0.7610086262136859
13,0,250,RL_adaptive_drift,0.23773721607570075,0.7622627839242992
13,0,500,RL_adaptive_drift,0.2564659212712593,0.7435340787287408
13,1,10,RL_adaptive_drift,0.24082483506348515,0.7591751649365148
13,1,25,RL_adaptive_drift,0.23742643482134884,0.7625735651786512
13,1,50,RL_adaptive_drift,0.2447742838951457,0.7552257161048543
13,1,100,RL_adaptive_drift,0.2388640274593389,0.7611359725406611
